entity_id,sku,Status
58226,maf011946000G,1
58227,maf011946000B,1
58228,maf0119440000,1
58229,maf011942000T,1
58230,maf011942000S,1
58231,maf0119410000,1
58232,maf0119400000,1
58233,maf0119390000,1
58234,maf0119380000,1
58235,maf0119370000,1
58236,maf0119360000,1
58237,maf011935000Y,1
58238,maf011935000K,1
58239,maf0119340000,1
58240,maf0119330000,1
58241,maf011932000Y,1
58242,maf011932000S,1
58244,maf011645000S,1
58245,maf011644000S,1
58246,maf0116420000,1
58247,maf0116410000,1
58248,maf0116400000,1
58249,maf0116390000,1
58250,maf0116380000,1
58253,maf0116330003,1
58254,maf011632000R,1
58255,maf011632000B,1
58257,maf011631000N,1
58258,maf011630000N,1
58259,maf0116290000,1
58260,maf0116280000,1
58261,maf0116270000,1
58262,maf0116250000,1
58263,maf0116240000,1
58264,maf0116220000,1
58265,maf0116210001,1
58266,maf0116200003,1
58267,maf0116200001,1
58268,maf0116160000,1
58273,maf0116080000,1
58274,maf0116070000,1
58275,maf0116060000,1
58276,maf0116020003,1
58281,maf0115910001,1
58282,maf0115640000,1
58326,maf1713310003,1
58328,maf1713290000,1
58329,maf171328000S,1
58330,maf171328000G,1
58332,maf1713260000,1
58333,maf1713250000,1
58334,maf1713240003,1
58335,maf1713230000,1
58337,maf1713210000,1
58338,maf1713200000,1
58339,maf1713190000,1
58340,maf1713180000,1
58341,maf1713170000,1
58342,maf1713160000,1
58343,maf1713150000,1
58344,maf1713140000,1
58345,maf1713130000,1
58347,maf1713110000,1
58348,maf171310000S,1
58349,maf171310000G,1
58350,maf1713090000,1
58351,maf1713080000,1
58352,maf1713070000,1
58353,maf1713060000,1
58354,maf1713050000,1
58355,maf1713040000,1
58359,maf1713010003,1
58360,maf1713010001,1
58361,maf171300000W,1
58362,maf171300000B,1
58363,maf171299000G,1
58364,maf171299000B,1
58366,maf171298000A,1
58367,maf171297000V,1
58368,maf171297000R,1
58369,maf171296000Y,1
58370,maf171296000G,1
58371,maf171295000C,1
58372,maf171295000B,1
58374,maf1712940001,1
58375,maf1712930000,1
58376,maf1712920003,1
58377,maf1712910003,1
58378,maf1712910002,1
58379,maf1712900003,1
58381,maf171289000T,1
58382,maf171289000B,1
58388,maf1712810003,1
58390,maf171279000R,1
58391,maf171279000B,1
58392,maf171278000R,1
58393,maf171278000B,1
58394,maf1712770000,1
58400,maf1712690001,1
58405,maf1712670001,1
58415,maf171261000B,1
58416,maf1712600000,1
58417,maf1712590000,1
58418,maf171258000B,1
58419,maf171258000A,1
58420,maf171257000B,1
58421,maf171257000A,1
58422,maf171256000V,1
58423,maf171256000R,1
58424,maf171256000G,1
58425,maf1712550000,1
58426,maf1712540000,1
58427,maf1712530003,1
58428,maf1712530001,1
58429,maf1712520000,1
58430,maf1712510000,1
58431,maf1712500000,1
58433,maf171248000N,1
58436,maf1712460005,1
58437,maf1712460003,1
58438,maf1712450007,1
58440,maf1712440000,1
58441,maf171243000B,1
58442,maf171243000A,1
58448,maf1712360000,1
58449,maf1712350000,1
58450,maf1712340003,1
58451,maf17123200R3,1
58452,maf17123200G3,1
58454,maf17123200B3,1
58455,maf1712310003,1
58460,maf1712250000,1
58461,maf1712240000,1
58463,maf171221000N,1
58464,maf171221000G,1
58465,maf171221000B,1
58468,maf171220000B,1
58471,maf1712150000,1
58472,maf1712140000,1
58473,maf1712130000,1
58474,maf1712120000,1
58475,maf171211000V,1
58476,maf171211000R,1
58477,maf171209000W,1
58478,maf171209000M,1
58484,maf1712020000,1
58487,maf1711990003,1
58496,maf1711900003,1
58497,maf1711900002,1
58498,maf1711890000,1
58499,maf1711880000,1
58500,maf1711870000,1
58501,maf1711840000,1
58502,maf1711680003,1
58503,maf1711680001,1
58510,maf1711600002,1
58511,maf1711590003,1
58515,maf1711550003,1
58516,maf1711550001,1
58519,maf1711510002,1
58520,maf1711500003,1
58521,maf1711500002,1
58522,maf1711490003,1
58523,maf1711490001,1
58524,maf1711480000,1
58526,maf1711380000,1
58529,maf1711340000,1
58530,maf1711330000,1
58531,maf1711320000,1
58532,maf1711290000,1
58533,maf1711280000,1
58534,maf1711270000,1
58536,maf1711220000,1
58539,maf1711030000,1
58547,maf1710410003,1
58551,maf171007000I,1
58553,maf171006000B,1
58557,maf1607480000,1
58559,maf142675000R,1
58562,maf1426030000,1
58563,maf1425990000,1
58564,maf1425320000,1
58565,maf1425180000,1
58569,maf1422840000,1
58570,maf142102000Q,1
58572,maf1420650000,1
58747,maf0120250000,1
58748,maf012026000w,1
58749,maf012026000s,1
58751,maf0120280000,1
58752,maf0120270000,1
58753,maf0120290000,1
58754,maf012030000b,1
58755,maf012030000a,1
58757,maf012031000c,1
58759,maf012031000d,1
58761,maf0120320000,1
58762,maf0120340001,1
58763,maf0120340003,1
58764,maf012035000v,1
58765,maf012035000k,1
58766,maf012036000s,1
58768,maf012038000c,1
58769,maf012038000m,1
58770,maf012038000f,1
58771,maf012038000s,1
58772,maf0120390000,1
58773,maf01203800fl,1
58774,maf0120400000,1
58775,maf0120410000,1
58776,maf0120420002,1
58777,maf0120420001,1
58778,maf0120420003,1
58780,maf0325900001,1
58781,maf032589000c,1
58782,maf032589000b,1
58783,maf0325900002,1
58784,maf032591000a,1
58785,maf0325900003,1
58786,maf032591000b,1
58787,maf04210600sh,1
58788,maf04210600sb,1
58789,maf0325920000,1
58791,maf0421290000,1
58792,maf04210600sl,1
58793,maf0421310003,1
58794,maf0421310001,1
58795,maf0421320001,1
58796,maf0421330001,1
58797,maf0421320003,1
58798,maf0421330002,1
58799,maf0421330003,1
58800,maf0421340003,1
58801,maf0421340001,1
58802,maf0421350001,1
58803,maf0421360000,1
58804,maf0421350003,1
58805,maf0421370000,1
58806,maf0421380001,1
58807,maf0421380003,1
58808,maf0421390001,1
58809,maf0421390003,1
58810,maf0421400001,1
58811,maf0421400003,1
58812,maf0421410001,1
58813,maf0421410003,1
58814,maf0421420001,1
58815,maf0421420003,1
58816,maf0421430001,1
58817,maf0421430003,1
58818,maf0421450000,1
58820,maf0421470001,1
58821,maf0421470003,1
58822,maf0421480001,1
58823,maf0421480002,1
58824,maf0421480003,1
58825,maf0421590000,1
58826,maf066118000f,1
58827,maf066121000r,1
58828,maf06612100or,1
58829,maf06612100rs,1
58830,maf066136000n,1
58831,maf066136000r,1
58832,maf066139000n,1
58833,maf066152000a,1
58834,maf066152000r,1
58835,maf066152000v,1
58837,maf0661530000,1
58838,maf0661540000,1
58839,maf1429030000,1
58840,maf1429040001,1
58841,maf1429040003,1
58842,maf1713380001,1
58843,maf1713380003,1
58844,maf171359000n,1
58845,maf171359000b,1
58846,maf171359000r,1
58848,maf171360000b,1
58849,maf171360000r,1
58850,maf1904000003,1
58851,maf1904000001,1
58852,maf1904010001,1
58853,maf1904020001,1
58854,maf1904010003,1
58855,maf1904020002,1
58856,maf1904040001,1
58857,maf1904020003,1
58858,maf1904040003,1
58859,maf190405000c,1
58860,maf190405000r,1
58861,maf190406000c,1
58862,maf190406000r,1
58863,maf190407000c,1
58864,maf190407000r,1
58865,maf190408000c,1
58866,maf190408000r,1
58867,maf190409000c,1
58868,maf190409000r,1
58869,maf190410000c,1
58870,maf190410000r,1
58872,maf190411000r,1
58873,maf190412000c,1
58874,maf190412000r,1
58875,maf190413000c,1
58876,maf190413000r,1
58877,maf1971490000,1
58884,maf0660150001,1
58886,maf0661270000,1
58888,maf0661300000,1
58891,maf142379000c,1
58896,maf1423850000,1
58897,maf142386000s,1
58898,maf142386000r,1
58900,maf1427780000,1
58901,maf1427790000,1
58902,maf1903890000,1
58907,maf142884000s,1
58908,maf142894000m,1
